cik,symbol,year,quarter,filing_url
1510487,PRNB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1253170/0001209191-18-050908.txt
3116,AKRX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/3116/0001171843-18-005035.txt
897077,ALG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/897077/0000897077-18-000096.txt
1089511,ALSK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1089511/0001209191-18-043739.txt
819793,AIN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/819793/0001362832-18-000003.txt
915913,ALB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/915913/0000899243-18-019417.txt
1018724,AMZN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1184752/0001018724-18-000118.txt
1114995,PI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1184752/0001246360-18-002042.txt
1528849,RH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1173871/0000899243-18-020331.txt
1050797,COLM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1205137/0001351952-18-000051.txt
1322505,ALBO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1322505/0001209191-18-045815.txt
1084554,LTBR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1373798/0001562180-18-003594.txt
828916,WRI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1190601/0001127602-18-025746.txt
1349436,SD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1008134/0001562180-18-003171.txt
1025378,WPC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1212607/0001209191-18-040775.txt
705432,SBSI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1634357/0000705432-18-000089.txt
899866,ALXN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/899866/0000899866-18-000114.txt
818479,XRAY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1246224/0001127602-18-023174.txt
1142417,NXST,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1715344/0001209191-18-047633.txt
1340127,CARB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1580247/0001340127-18-000109.txt
1737372,NONE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1604405/0001213900-18-011054.txt
8328,AMNL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1600367/0001437749-18-016343.txt
1039065,OSIS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1047062/0001179110-18-009545.txt
1097149,ALGN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1097149/0001749094-18-000003.txt
1725516,,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1634617/0001634617-18-000002.txt
1438731,ALJJ,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1438731/0000947871-18-000681.txt
1018963,ATI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1018963/0001209191-18-042985.txt
1089143,CLCT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1041888/0001437749-18-013509.txt
933974,BRKS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1041888/0001209191-18-052551.txt
1325618,IRMD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1253352/0000898432-18-000906.txt
352541,LNT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1191569/0000352541-18-000064.txt
50471,PCYG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1027190/0001415889-18-001170.txt
1039684,OKE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1713127/0001713127-18-000006.txt
700565,FMBH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1185501/0001127602-18-023972.txt
66756,ALE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/66756/0000066756-18-000070.txt
1549145,ALLM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1549145/0001493152-18-012697.txt
1101215,ADS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1101215/0001101215-18-000167.txt
906013,AWF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/906013/0000919574-18-004724.txt
825313,AB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/825313/0001738305-18-000016.txt
874710,AHPI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/874710/0000904314-18-000001.txt
46129,AMOT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/46129/0001239944-18-000059.txt
1424929,FOXF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1670491/0000899243-18-019374.txt
23194,CRK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1232890/0001562180-18-003645.txt
1286681,DPZ,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1622500/0001209191-18-040938.txt
1409970,LC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1707149/0001127602-18-026411.txt
1124804,MDRX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1124804/0001209191-18-046034.txt
1178670,ALNY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1178670/0001735276-18-000039.txt
839533,KTF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1745965/0001179124-18-000010.txt
50725,GFF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208677/0000050725-18-000052.txt
1387467,AOSL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1387467/0001387467-18-000043.txt
855787,aphe,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/855787/0001746304-18-000001.txt
884269,APT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/884269/0001179110-18-010618.txt
1040971,SLG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1216192/0001179110-18-010182.txt
928658,CVTI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1181047/0001567619-18-000129.txt
1390162,HBMD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1241059/0001390162-18-000044.txt
1041859,PLCE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1037438/0001144204-18-043652.txt
763901,BPOP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1495232/0001209191-18-046529.txt
792977,AMAG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/792977/0000792977-18-000047.txt
1014763,AMAR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1014763/0001257171-18-000040.txt
1280263,AMBA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1280263/0001280263-18-000071.txt
20639,ABCP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/20639/0001567619-18-002419.txt
1443646,BAH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1274252/0001443646-18-000180.txt
908937,(SIRI),2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1274252/0001225208-18-013027.txt
314489,BUSE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1187967/0001140361-18-034037.txt
1002590,SGU,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1244798/0000899243-18-022452.txt
1411579,AMC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1411579/0001104659-18-057380.txt
1514991,AMCX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1514991/0001127602-18-027624.txt
890821,AMRH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/890821/0000921895-18-002454.txt
1059142,ATAX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1059142/0001209191-18-047284.txt
1062231,AXL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1062231/0001127602-18-026283.txt
1283630,ACC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1283630/0001283630-18-000088.txt
1260996,ADFS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1260996/0001750848-18-000001.txt
1039828,AEL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1039828/0001039828-18-000051.txt
1042046,AFG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1042046/0001209191-18-045661.txt
5656,AIVN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/5656/0001296105-18-000001.txt
741516,amnb,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/741516/0001219529-18-000001.txt
904163,ANAT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/904163/0000899243-18-021389.txt
1092796,AOBC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1092796/0001209191-18-046083.txt
1108236,AMRB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1108236/0001171843-18-005500.txt
1109189,BAS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1475483/0001140361-18-035668.txt
744825,AMS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/744825/0001144204-18-037428.txt
713425,AMSWA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/713425/0001562180-18-003133.txt
880807,AMSC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/880807/0001209191-18-040338.txt
5981,AVD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/5981/0000899243-18-019913.txt
794619,AMWD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/794619/0000794619-18-000084.txt
799850,CRMT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/799850/0001398344-18-009969.txt
1455863,NYSE: COLD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1455863/0000899243-18-024305.txt
820027,AMP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/820027/0001179110-18-009566.txt
1018979,AMSF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1018979/0001209191-18-049115.txt
707605,ASRV,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/707605/0000707605-18-000089.txt
1132651,ATLO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1132651/0001132651-18-000021.txt
1037868,AME,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1037868/0001127602-18-022917.txt
318154,AMGN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/318154/0001127602-18-024510.txt
1047127,AMKR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1047127/0001209191-18-048547.txt
1142750,AMN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1142750/0001209191-18-046105.txt
73887,BRS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1029695/0001127602-18-024286.txt
1402829,ORN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1029695/0001567619-18-002639.txt
1677703,CNDT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1457838/0001127602-18-022498.txt
6176,AP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/6176/0001209191-18-040655.txt
820313,APH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/820313/0001127602-18-023996.txt
6207,AXR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/6207/0001144204-18-038169.txt
1679751,,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1102598/0001679751-18-000020.txt
1370053,ANAB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1370053/0001209191-18-045891.txt
1013462,ANSS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1748987/0001214659-18-005179.txt
821483,PARR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1032097/0000899243-18-019621.txt
717720,VALU,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1255640/0001437749-18-013271.txt
822416,PHM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1124167/0001127602-18-026418.txt
915779,DAKT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1142614/0000915779-18-000081.txt
73020,NWN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1241405/0001567619-18-000311.txt
67347,MOD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1236344/0001140361-18-032990.txt
1506307,KMI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1346795/0001506307-18-000033.txt
1714973,KML,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1346795/0001714973-18-000046.txt
855658,LSCC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1644651/0000855658-18-000134.txt
1701040,CISN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1710175/0001144204-18-046531.txt
1405663,IMAHF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1631213/0001534122-18-000022.txt
821026,ANDE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1201390/0001209191-18-046976.txt
1012477,AVDL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1144178/0001144204-18-044801.txt
1136174,CATS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1266647/0001437749-18-014472.txt
1613103,MDT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1200334/0001127602-18-026109.txt
97476,TXN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1439257/0001127602-18-024454.txt
1650205,,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1650205/0001746349-18-000001.txt
920371,SSD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1206906/0000920371-18-000120.txt
6494,ANDR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/6494/0001206774-18-002277.txt
1666700,DWDP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208099/0001666700-18-000046.txt
876343,BTX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1325697/0001209191-18-041291.txt
1642380,OCX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1299153/0001493152-18-010765.txt
66382,MLHR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1202894/0001238630-18-000114.txt
750574,AUBN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1195613/0001209191-18-042979.txt
704051,LM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1391850/0000704051-18-000099.txt
1163199,fnbg,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1225402/0001386006-18-000011.txt
1275187,ANGO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1275187/0001140361-18-032062.txt
1023024,ANIP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1023024/0001144204-18-049518.txt
1433270,AR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1433270/0001104659-18-044384.txt
1047884,ANH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1047884/0001179110-18-009474.txt
1411494,APO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1514718/0000950142-18-001695.txt
922864,AIV,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/922864/0001229384-18-000048.txt
1414475,WES,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1601306/0000899243-18-022134.txt
1723128,AMRX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1739290/0000899243-18-019659.txt
1695357,PRVB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1227104/0001140361-18-032147.txt
1100397,ADXS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1305979/0001493152-18-013213.txt
946644,HEB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1702626/0001613377-18-000016.txt
885245,BKE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1628199/0001567619-18-002559.txt
862861,ARCI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/862861/0001683168-18-002322.txt
744452,APDN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/744452/0001144204-18-047569.txt
1273636,AGTC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1273636/0001273636-18-000054.txt
1158114,AAOI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1158114/0001683168-18-002017.txt
1017491,APRI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1017491/0000919574-18-006350.txt
896622,ATR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/896622/0001181124-18-000010.txt
1404644,AQXP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1404644/0001209191-18-046094.txt
1615999,TYYG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1081276/0001078782-18-000800.txt
1013238,ARDM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1013238/0001123292-18-000849.txt
1509190,PETX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1509190/0001209191-18-044443.txt
1253986,ABR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1285910/0001104659-18-054828.txt
1305168,ARC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1305168/0001610263-18-000002.txt
826326,ARCW,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/826326/0001179110-18-010352.txt
1452872,ARCK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1452872/0001144204-18-038567.txt
894405,ARCB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/894405/0001209191-18-048589.txt
947484,ACGL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/947484/0001179110-18-009913.txt
72333,JWN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1191713/0000072333-18-000145.txt
1437402,ARDX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1437402/0001209191-18-042863.txt
1080709,ARNA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1080709/0001209191-18-042139.txt
1287750,ARCC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1287750/0001104659-18-053052.txt
1282648,HK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1259313/0001104659-18-052345.txt
1176948,ARES,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1176948/0001104659-18-049245.txt
100591,AGX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/100591/0001104659-18-048739.txt
1000753,NSP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1055604/0001127602-18-025133.txt
819050,VICL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1601086/0000919574-18-004483.txt
875357,BOKF,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208475/0001248915-18-000105.txt
1483096,WPZ,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208475/0001209191-18-046400.txt
107263,WMB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208475/0001209191-18-046422.txt
1070423,PAA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1184537/0001615619-18-000036.txt
1581990,PAGP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1184537/0001615619-18-000080.txt
1575360,FTD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1199148/0001127602-18-028235.txt
1569134,TEP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1231201/0000899243-18-019351.txt
1527541,whlr,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1208789/0001208789-18-000002.txt
885508,STRS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1200799/0001246360-18-001864.txt
7431,AWI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/7431/0001127602-18-023029.txt
1493712,CMXC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1626660/0001626533-18-000002.txt
1593538,NAVI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1516604/0001127602-18-025487.txt
1494538,CCT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1516604/0000894579-18-000202.txt
1025835,EFSC,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1641548/0001127602-18-023324.txt
846913,FTEK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1272727/0000846913-18-000057.txt
916529,ARTX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/916529/0001185185-18-001512.txt
1740076,XXXXX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1196906/0001740076-18-000009.txt
1019695,ARQL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1019695/0001144204-18-039880.txt
1100412,ARRY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1100412/0001209191-18-047463.txt
1645494,ARRS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1645494/0001127602-18-025011.txt
7536,ARW,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/7536/0001127602-18-024105.txt
717538,AROW,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/717538/0000717538-18-000136.txt
879407,ARWR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/879407/0001209191-18-049552.txt
810332,MESA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1747920/0000899243-18-021869.txt
7623,ARTW,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/7623/0000914190-18-000272.txt
1057083,PCTI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1751602/0001209191-18-048812.txt
1144980,ABG,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1144980/0001144980-18-000096.txt
1438533,RTRX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1221599/0001209191-18-049134.txt
890564,ASGN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/890564/0001206876-18-000007.txt
1499961,NETE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1677305/0001615774-18-006583.txt
1005731,IDT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1560958/0001209191-18-043408.txt
1713863,RFL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1560958/0001209191-18-043421.txt
1703117,VAM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1251859/0001140361-18-031005.txt
1232582,AHT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1232582/0001140361-18-031258.txt
832101,IEX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1605266/0001605266-18-000018.txt
1419536,CBNK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1076562/0001628280-18-012098.txt
1481792,QUAD,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1552972/0001127602-18-026843.txt
795618,APB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/795618/0001567619-18-002924.txt
1411207,ALSN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1195347/0001411207-18-000146.txt
1049521,MRCY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1231657/0001562180-18-003652.txt
701374,SIX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1723163/0000701374-18-000202.txt
1145986,ASPN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1145986/0001209191-18-050543.txt
1267395,AHL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1267395/0001267395-18-000079.txt
93676,SCX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1234645/0000093676-18-000008.txt
1426800,ASMB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1426800/0001144204-18-037217.txt
7789,ASB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/7789/0001127602-18-027844.txt
1267238,AIZ,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1267238/0001209191-18-041014.txt
1273813,AGO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1273813/0001209191-18-049388.txt
1001258,ASFI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1001258/0001437749-18-013733.txt
945989,ATEA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/945989/0001567619-18-001468.txt
792987,ASTE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/792987/0001140361-18-032345.txt
884144,ASUR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/884144/0000899243-18-023378.txt
1368148,ATHX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1368148/0000899243-18-018885.txt
351834,STKL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1260096/0001209191-18-042697.txt
8177,AAME,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/8177/0001567619-18-002935.txt
1135185,AAWW,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1135185/0001209191-18-040551.txt
1737953,REPL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1742766/0001104659-18-046112.txt
879585,ATNI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/879585/0001179110-18-009632.txt
1050606,SALM,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1106066/0001562180-18-003627.txt
33619,ESL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1192887/0000899243-18-019105.txt
356171,TCBK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1223822/0001620863-18-000052.txt
1508381,BNKL,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1730329/0001144204-18-040074.txt
1723701,PMFLX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1729469/0001209191-18-043272.txt
1362190,AEYE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1362190/0000899243-18-023721.txt
1401667,PBYI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1358285/0001209191-18-043755.txt
1170991,DCT,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1111651/0000899243-18-023076.txt
76282,PKOH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1286403/0000076282-18-000128.txt
1312073,PAY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1270939/0000899243-18-022991.txt
1360214,IMMY,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1219121/0001493152-18-009606.txt
1699039,RNGR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1013065/0001699039-18-000026.txt
769397,ADSK,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/769397/0001209191-18-040402.txt
1034670,ALV,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1034670/0000899243-18-019626.txt
8670,ADP,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/8670/0001225208-18-011195.txt
350698,AN,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/350698/0000350698-18-000108.txt
1061069,AWX,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1061069/0001742576-18-000007.txt
915912,AVB,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/915912/0001209191-18-045585.txt
1466258,IR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1215124/0001466258-18-000201.txt
1644963,ATXI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1644963/0001144204-18-042948.txt
1325879,AVEO,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1325879/0001209191-18-043476.txt
1561387,HIIQ,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1033291/0001567619-18-002040.txt
896841,AVID,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/896841/0000896841-18-000110.txt
723612,CAR,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/723612/0000723612-18-000088.txt
104918,AVA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/104918/0000104918-18-000100.txt
1015739,AWRE,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1015739/0001144204-18-037189.txt
1333986,EQH,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1333986/0001209191-18-048293.txt
1214816,AXS,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1214816/0001209191-18-041284.txt
1051627,AXTI,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1051627/0001179110-18-010747.txt
1173489,CEVA,2018/,QTR3/,https://www.sec.gov/Archives/edgar/data/1200825/0001209191-18-041121.txt
